Year,system,District,Subject,Percent P/A
2014,792.0,Shelby County,English I,54.7
2013,792.0,Shelby County,English I,46.8
2012,792.0,Shelby County,English I,NA
2011,792.0,Shelby County,English I,NA
2015,792.0,Shelby County,English II,48.9
2014,792.0,Shelby County,English II,47.4
2013,792.0,Shelby County,English II,38.8
2012,792.0,Shelby County,English II,NA
2011,792.0,Shelby County,English II,NA
2015,792.0,Shelby County,English III,24.1
2014,792.0,Shelby County,English III,21.0
2013,792.0,Shelby County,English III,21.3
2012,792.0,Shelby County,English III,NA
2011,792.0,Shelby County,English III,NA
2015,792.0,Shelby County,Graduation Rate,71.6
2014,792.0,Shelby County,Graduation Rate,70.8
2013,792.0,Shelby County,Graduation Rate,NA
2012,792.0,Shelby County,Graduation Rate,NA
2011,792.0,Shelby County,Graduation Rate,NA
2015,792.0,Shelby County,Math,39.1
2014,792.0,Shelby County,Math,33.9
2013,792.0,Shelby County,Math,34.3
2012,792.0,Shelby County,Math,NA
2011,792.0,Shelby County,Math,NA
2015,792.0,Shelby County,ELA,32.6
2014,792.0,Shelby County,ELA,33.7
2013,792.0,Shelby County,ELA,31.7
2012,792.0,Shelby County,ELA,NA
2011,792.0,Shelby County,ELA,NA
2015,792.0,Shelby County,Science,47.1
2014,792.0,Shelby County,Science,44.6
2013,792.0,Shelby County,Science,40.1
2012,792.0,Shelby County,Science,NA
2011,792.0,Shelby County,Science,NA
2015,800.0,Smith County,Algebra I,75.0
2014,800.0,Smith County,Algebra I,67.3
2013,800.0,Smith County,Algebra I,72.1
2012,800.0,Smith County,Algebra I,69.5
2011,800.0,Smith County,Algebra I,69.5
2015,800.0,Smith County,Algebra II,NA
2014,800.0,Smith County,Algebra II,46.4
2013,800.0,Smith County,Algebra II,55.6
2012,800.0,Smith County,Algebra II,63.4
2011,800.0,Smith County,Algebra II,NA
2015,800.0,Smith County,Biology I,70.6
2014,800.0,Smith County,Biology I,65.1
2013,800.0,Smith County,Biology I,67.3
2012,800.0,Smith County,Biology I,59.3
2011,800.0,Smith County,Biology I,67.5
2015,800.0,Smith County,Chemistry,36.6
2014,800.0,Smith County,Chemistry,40.1
2013,800.0,Smith County,Chemistry,NA
2012,800.0,Smith County,Chemistry,NA
2011,800.0,Smith County,Chemistry,NA
2015,800.0,Smith County,English I,77.4
2014,800.0,Smith County,English I,73.2
2013,800.0,Smith County,English I,72.3
2012,800.0,Smith County,English I,77.1
2011,800.0,Smith County,English I,81.2
2015,800.0,Smith County,English II,68.5
2014,800.0,Smith County,English II,64.3
2013,800.0,Smith County,English II,62.9
2012,800.0,Smith County,English II,66.1
2011,800.0,Smith County,English II,56.2
2015,800.0,Smith County,English III,42.5
2014,800.0,Smith County,English III,35.1
2013,800.0,Smith County,English III,46.5
2012,800.0,Smith County,English III,37.9
2011,800.0,Smith County,English III,NA
2015,800.0,Smith County,Graduation Rate,97.4
2014,800.0,Smith County,Graduation Rate,93.4
2013,800.0,Smith County,Graduation Rate,93.0
2012,800.0,Smith County,Graduation Rate,92.4
2011,800.0,Smith County,Graduation Rate,NA
2015,800.0,Smith County,Math,56.8
2014,800.0,Smith County,Math,54.5
2013,800.0,Smith County,Math,56.5
2012,800.0,Smith County,Math,50.5
2011,800.0,Smith County,Math,45.4
2015,800.0,Smith County,ELA,48.4
2014,800.0,Smith County,ELA,53.2
2013,800.0,Smith County,ELA,55.4
2012,800.0,Smith County,ELA,54.4
2011,800.0,Smith County,ELA,53.4
2015,800.0,Smith County,Science,71.3
2014,800.0,Smith County,Science,72.4
2013,800.0,Smith County,Science,72.8
2012,800.0,Smith County,Science,67.7
2011,800.0,Smith County,Science,66.6
2015,95.0,South Carroll SSD,Algebra I,83.3
2014,95.0,South Carroll SSD,Algebra I,82.1
2013,95.0,South Carroll SSD,Algebra I,73.6
2012,95.0,South Carroll SSD,Algebra I,64.1
2011,95.0,South Carroll SSD,Algebra I,59.2
2015,95.0,South Carroll SSD,Algebra II,81.5
2014,95.0,South Carroll SSD,Algebra II,28.6
2013,95.0,South Carroll SSD,Algebra II,51.8
2012,95.0,South Carroll SSD,Algebra II,33.4
2011,95.0,South Carroll SSD,Algebra II,NA
2015,95.0,South Carroll SSD,Biology I,65.3
2014,95.0,South Carroll SSD,Biology I,77.7
2013,95.0,South Carroll SSD,Biology I,69.2
2012,95.0,South Carroll SSD,Biology I,73.1
2011,95.0,South Carroll SSD,Biology I,66.6
2015,95.0,South Carroll SSD,Chemistry,54.5
2014,95.0,South Carroll SSD,Chemistry,76.2
2013,95.0,South Carroll SSD,Chemistry,NA
2012,95.0,South Carroll SSD,Chemistry,NA
2011,95.0,South Carroll SSD,Chemistry,NA
2015,95.0,South Carroll SSD,English I,71.4
2014,95.0,South Carroll SSD,English I,75.0
2013,95.0,South Carroll SSD,English I,83.3
2012,95.0,South Carroll SSD,English I,61.6
2011,95.0,South Carroll SSD,English I,76.9
2015,95.0,South Carroll SSD,English II,68.9
2014,95.0,South Carroll SSD,English II,70.0
2013,95.0,South Carroll SSD,English II,42.5
2012,95.0,South Carroll SSD,English II,71.4
2011,95.0,South Carroll SSD,English II,57.2
2015,95.0,South Carroll SSD,English III,56.6
2014,95.0,South Carroll SSD,English III,27.8
2013,95.0,South Carroll SSD,English III,60.0
2012,95.0,South Carroll SSD,English III,40.0
2011,95.0,South Carroll SSD,English III,NA
2015,95.0,South Carroll SSD,Graduation Rate,96.6
2014,95.0,South Carroll SSD,Graduation Rate,87.0
2013,95.0,South Carroll SSD,Graduation Rate,93.3
2012,95.0,South Carroll SSD,Graduation Rate,100.0
2011,95.0,South Carroll SSD,Graduation Rate,NA
2015,95.0,South Carroll SSD,Math,58.1
2014,95.0,South Carroll SSD,Math,44.9
2013,95.0,South Carroll SSD,Math,48.1
2012,95.0,South Carroll SSD,Math,47.0
2011,95.0,South Carroll SSD,Math,47.0
2015,95.0,South Carroll SSD,ELA,53.4
2014,95.0,South Carroll SSD,ELA,54.3
2013,95.0,South Carroll SSD,ELA,48.8
2012,95.0,South Carroll SSD,ELA,57.5
2011,95.0,South Carroll SSD,ELA,51.6
2015,95.0,South Carroll SSD,Science,78.4
2014,95.0,South Carroll SSD,Science,64.9
2013,95.0,South Carroll SSD,Science,67.9
2012,95.0,South Carroll SSD,Science,68.6
2011,95.0,South Carroll SSD,Science,60.6
2015,0.0,State of Tennessee,Algebra I,70.0
2014,0.0,State of Tennessee,Algebra I,66.7
2013,0.0,State of Tennessee,Algebra I,64.8
2012,0.0,State of Tennessee,Algebra I,60.0
2011,0.0,State of Tennessee,Algebra I,52.4
2015,0.0,State of Tennessee,Algebra II,54.3
2014,0.0,State of Tennessee,Algebra II,47.9
2013,0.0,State of Tennessee,Algebra II,42.1
2012,0.0,State of Tennessee,Algebra II,33.3
2011,0.0,State of Tennessee,Algebra II,NA
2015,0.0,State of Tennessee,Biology I,65.2
2014,0.0,State of Tennessee,Biology I,63.5
2013,0.0,State of Tennessee,Biology I,62.3
2012,0.0,State of Tennessee,Biology I,55.8
2011,0.0,State of Tennessee,Biology I,52.0
2015,0.0,State of Tennessee,Chemistry,44.2
2014,0.0,State of Tennessee,Chemistry,37.7
2013,0.0,State of Tennessee,Chemistry,NA
2012,0.0,State of Tennessee,Chemistry,NA
2011,0.0,State of Tennessee,Chemistry,NA
2015,0.0,State of Tennessee,English I,71.8
2014,0.0,State of Tennessee,English I,71.4
2013,0.0,State of Tennessee,English I,68.1
2012,0.0,State of Tennessee,English I,66.1
2011,0.0,State of Tennessee,English I,66.3
2015,0.0,State of Tennessee,English II,64.8
2014,0.0,State of Tennessee,English II,63.4
2013,0.0,State of Tennessee,English II,59.4
2012,0.0,State of Tennessee,English II,60.7
2011,0.0,State of Tennessee,English II,58.1
2015,0.0,State of Tennessee,English III,41.7
2014,0.0,State of Tennessee,English III,38.1
2013,0.0,State of Tennessee,English III,39.6
2012,0.0,State of Tennessee,English III,37.8
2011,0.0,State of Tennessee,English III,NA
2015,0.0,State of Tennessee,Graduation Rate,87.2
2014,0.0,State of Tennessee,Graduation Rate,86.3
2013,0.0,State of Tennessee,Graduation Rate,87.3
2012,0.0,State of Tennessee,Graduation Rate,85.5
2011,0.0,State of Tennessee,Graduation Rate,NA
2015,0.0,State of Tennessee,Math,54.7
2014,0.0,State of Tennessee,Math,50.2
2013,0.0,State of Tennessee,Math,49.8
2012,0.0,State of Tennessee,Math,46.3
2011,0.0,State of Tennessee,Math,39.8
2015,0.0,State of Tennessee,ELA,48.4
2014,0.0,State of Tennessee,ELA,49.5
2013,0.0,State of Tennessee,ELA,50.4
2012,0.0,State of Tennessee,ELA,49.9
2011,0.0,State of Tennessee,ELA,47.5
2015,0.0,State of Tennessee,Science,64.5
2014,0.0,State of Tennessee,Science,63.6
2013,0.0,State of Tennessee,Science,62.7
2012,0.0,State of Tennessee,Science,60.5
2011,0.0,State of Tennessee,Science,54.9
2015,810.0,Stewart County,Algebra I,77.7
2014,810.0,Stewart County,Algebra I,80.3
2013,810.0,Stewart County,Algebra I,85.0
2012,810.0,Stewart County,Algebra I,85.4
2011,810.0,Stewart County,Algebra I,56.2
2015,810.0,Stewart County,Algebra II,80.7
2014,810.0,Stewart County,Algebra II,63.4
2013,810.0,Stewart County,Algebra II,58.4
2012,810.0,Stewart County,Algebra II,30.0
2011,810.0,Stewart County,Algebra II,NA
2015,810.0,Stewart County,Biology I,66.7
2014,810.0,Stewart County,Biology I,63.6
2013,810.0,Stewart County,Biology I,77.0
2012,810.0,Stewart County,Biology I,67.7
2011,810.0,Stewart County,Biology I,60.8
2015,810.0,Stewart County,Chemistry,68.8
2014,810.0,Stewart County,Chemistry,60.3
2013,810.0,Stewart County,Chemistry,NA
2012,810.0,Stewart County,Chemistry,NA
2011,810.0,Stewart County,Chemistry,NA
2015,810.0,Stewart County,English I,82.4
2014,810.0,Stewart County,English I,79.7
2013,810.0,Stewart County,English I,82.5
2012,810.0,Stewart County,English I,81.0
2011,810.0,Stewart County,English I,81.0
2015,810.0,Stewart County,English II,70.7
2014,810.0,Stewart County,English II,71.6
2013,810.0,Stewart County,English II,73.0
2012,810.0,Stewart County,English II,67.8
2011,810.0,Stewart County,English II,54.3
2015,810.0,Stewart County,English III,59.4
2014,810.0,Stewart County,English III,48.6
2013,810.0,Stewart County,English III,44.2
2012,810.0,Stewart County,English III,33.5
2011,810.0,Stewart County,English III,NA
2015,810.0,Stewart County,Graduation Rate,96.1
2014,810.0,Stewart County,Graduation Rate,98.7
2013,810.0,Stewart County,Graduation Rate,98.7
2012,810.0,Stewart County,Graduation Rate,95.5
2011,810.0,Stewart County,Graduation Rate,NA
2015,810.0,Stewart County,Math,68.9
2014,810.0,Stewart County,Math,68.0
2013,810.0,Stewart County,Math,64.1
2012,810.0,Stewart County,Math,61.5
2011,810.0,Stewart County,Math,58.9
2015,810.0,Stewart County,ELA,54.7
2014,810.0,Stewart County,ELA,55.2
2013,810.0,Stewart County,ELA,57.9
2012,810.0,Stewart County,ELA,55.6
2011,810.0,Stewart County,ELA,56.5
2015,810.0,Stewart County,Science,80.0
2014,810.0,Stewart County,Science,83.3
2013,810.0,Stewart County,Science,80.0
2012,810.0,Stewart County,Science,79.8
2011,810.0,Stewart County,Science,79.0
2015,820.0,Sullivan County,Algebra I,65.9
2014,820.0,Sullivan County,Algebra I,64.7
2013,820.0,Sullivan County,Algebra I,59.9
2012,820.0,Sullivan County,Algebra I,52.8
2011,820.0,Sullivan County,Algebra I,42.8
2015,820.0,Sullivan County,Algebra II,57.4
2014,820.0,Sullivan County,Algebra II,49.3
2013,820.0,Sullivan County,Algebra II,41.5
2012,820.0,Sullivan County,Algebra II,29.6
2011,820.0,Sullivan County,Algebra II,NA
2015,820.0,Sullivan County,Biology I,61.9
2014,820.0,Sullivan County,Biology I,63.4
2013,820.0,Sullivan County,Biology I,58.4
2012,820.0,Sullivan County,Biology I,55.9
2011,820.0,Sullivan County,Biology I,49.0
2015,820.0,Sullivan County,Chemistry,36.7
2014,820.0,Sullivan County,Chemistry,31.1
2013,820.0,Sullivan County,Chemistry,NA
2012,820.0,Sullivan County,Chemistry,NA
2011,820.0,Sullivan County,Chemistry,NA
2015,820.0,Sullivan County,English I,71.6
2014,820.0,Sullivan County,English I,69.4
2013,820.0,Sullivan County,English I,68.5
2012,820.0,Sullivan County,English I,61.4
2011,820.0,Sullivan County,English I,63.2
2015,820.0,Sullivan County,English II,61.8
2014,820.0,Sullivan County,English II,59.4
2013,820.0,Sullivan County,English II,56.2
2012,820.0,Sullivan County,English II,60.9
2011,820.0,Sullivan County,English II,58.3
2015,820.0,Sullivan County,English III,43.2
2014,820.0,Sullivan County,English III,38.3
2013,820.0,Sullivan County,English III,44.7
2012,820.0,Sullivan County,English III,45.3
2011,820.0,Sullivan County,English III,NA
2015,820.0,Sullivan County,Graduation Rate,92.6
2014,820.0,Sullivan County,Graduation Rate,90.5
2013,820.0,Sullivan County,Graduation Rate,94.1
2012,820.0,Sullivan County,Graduation Rate,90.7
2011,820.0,Sullivan County,Graduation Rate,NA
2015,820.0,Sullivan County,Math,50.8
2014,820.0,Sullivan County,Math,51.1
2013,820.0,Sullivan County,Math,53.9
2012,820.0,Sullivan County,Math,51.8
2011,820.0,Sullivan County,Math,40.8
2015,820.0,Sullivan County,ELA,48.6
2014,820.0,Sullivan County,ELA,52.6
2013,820.0,Sullivan County,ELA,53.8
2012,820.0,Sullivan County,ELA,53.7
2011,820.0,Sullivan County,ELA,48.2
2015,820.0,Sullivan County,Science,66.8
2014,820.0,Sullivan County,Science,65.8
2013,820.0,Sullivan County,Science,67.3
2012,820.0,Sullivan County,Science,67.5
2011,820.0,Sullivan County,Science,61.8
2015,830.0,Sumner County,Algebra I,73.9
2014,830.0,Sumner County,Algebra I,70.4
2013,830.0,Sumner County,Algebra I,72.2
2012,830.0,Sumner County,Algebra I,67.5
2011,830.0,Sumner County,Algebra I,56.3
2015,830.0,Sumner County,Algebra II,59.4
2014,830.0,Sumner County,Algebra II,50.4
2013,830.0,Sumner County,Algebra II,44.6
2012,830.0,Sumner County,Algebra II,39.0
2011,830.0,Sumner County,Algebra II,NA
2015,830.0,Sumner County,Biology I,68.6
2014,830.0,Sumner County,Biology I,66.8
2013,830.0,Sumner County,Biology I,68.2
2012,830.0,Sumner County,Biology I,62.7
2011,830.0,Sumner County,Biology I,56.0
2015,830.0,Sumner County,Chemistry,52.6
2014,830.0,Sumner County,Chemistry,47.2
2013,830.0,Sumner County,Chemistry,NA
2012,830.0,Sumner County,Chemistry,NA
2011,830.0,Sumner County,Chemistry,NA
2015,830.0,Sumner County,English I,76.0
2014,830.0,Sumner County,English I,76.0
2013,830.0,Sumner County,English I,76.5
2012,830.0,Sumner County,English I,71.6
2011,830.0,Sumner County,English I,72.6
2015,830.0,Sumner County,English II,70.0
2014,830.0,Sumner County,English II,69.4
2013,830.0,Sumner County,English II,66.6
2012,830.0,Sumner County,English II,70.8
2011,830.0,Sumner County,English II,67.3
2015,830.0,Sumner County,English III,48.5
2014,830.0,Sumner County,English III,44.7
2013,830.0,Sumner County,English III,51.2
2012,830.0,Sumner County,English III,46.7
2011,830.0,Sumner County,English III,NA
2015,830.0,Sumner County,Graduation Rate,89.5
2014,830.0,Sumner County,Graduation Rate,89.4
2013,830.0,Sumner County,Graduation Rate,91.2
2012,830.0,Sumner County,Graduation Rate,89.6
2011,830.0,Sumner County,Graduation Rate,NA
2015,830.0,Sumner County,Math,67.7
2014,830.0,Sumner County,Math,56.0
2013,830.0,Sumner County,Math,54.2
2012,830.0,Sumner County,Math,51.6
2011,830.0,Sumner County,Math,41.7
2015,830.0,Sumner County,ELA,60.4
2014,830.0,Sumner County,ELA,57.8
2013,830.0,Sumner County,ELA,59.4
2012,830.0,Sumner County,ELA,57.7
2011,830.0,Sumner County,ELA,55.9
2015,830.0,Sumner County,Science,72.5
2014,830.0,Sumner County,Science,72.2
2013,830.0,Sumner County,Science,73.1
2012,830.0,Sumner County,Science,71.3
2011,830.0,Sumner County,Science,65.3
2015,621.0,Sweetwater City,Algebra I,NA
2014,621.0,Sweetwater City,Algebra I,NA
2013,621.0,Sweetwater City,Algebra I,NA
2012,621.0,Sweetwater City,Algebra I,NA
2011,621.0,Sweetwater City,Algebra I,NA
2015,621.0,Sweetwater City,Algebra II,NA
2014,621.0,Sweetwater City,Algebra II,NA
2013,621.0,Sweetwater City,Algebra II,NA
2012,621.0,Sweetwater City,Algebra II,NA
2011,621.0,Sweetwater City,Algebra II,NA
2015,621.0,Sweetwater City,Biology I,NA
2014,621.0,Sweetwater City,Biology I,NA
2013,621.0,Sweetwater City,Biology I,NA
2012,621.0,Sweetwater City,Biology I,NA
2011,621.0,Sweetwater City,Biology I,NA
2015,621.0,Sweetwater City,Chemistry,NA
2014,621.0,Sweetwater City,Chemistry,NA
2013,621.0,Sweetwater City,Chemistry,NA
2012,621.0,Sweetwater City,Chemistry,NA
2011,621.0,Sweetwater City,Chemistry,NA
2015,621.0,Sweetwater City,English I,NA
2014,621.0,Sweetwater City,English I,NA
2013,621.0,Sweetwater City,English I,NA
2012,621.0,Sweetwater City,English I,NA
2011,621.0,Sweetwater City,English I,NA
2015,621.0,Sweetwater City,English II,NA
2014,621.0,Sweetwater City,English II,NA
2013,621.0,Sweetwater City,English II,NA
2012,621.0,Sweetwater City,English II,NA
2011,621.0,Sweetwater City,English II,NA
2015,621.0,Sweetwater City,English III,NA
2014,621.0,Sweetwater City,English III,NA
2013,621.0,Sweetwater City,English III,NA
2012,621.0,Sweetwater City,English III,NA
2011,621.0,Sweetwater City,English III,NA
2015,621.0,Sweetwater City,Graduation Rate,NA
2014,621.0,Sweetwater City,Graduation Rate,NA
2013,621.0,Sweetwater City,Graduation Rate,NA
2012,621.0,Sweetwater City,Graduation Rate,NA
2011,621.0,Sweetwater City,Graduation Rate,NA
2015,621.0,Sweetwater City,Math,59.9
2014,621.0,Sweetwater City,Math,52.1
2013,621.0,Sweetwater City,Math,53.7
2012,621.0,Sweetwater City,Math,52.7
2011,621.0,Sweetwater City,Math,42.5
2015,621.0,Sweetwater City,ELA,50.1
2014,621.0,Sweetwater City,ELA,45.7
2013,621.0,Sweetwater City,ELA,49.8
2012,621.0,Sweetwater City,ELA,49.0
2011,621.0,Sweetwater City,ELA,44.9
2015,621.0,Sweetwater City,Science,61.4
2014,621.0,Sweetwater City,Science,54.9
2013,621.0,Sweetwater City,Science,56.1
2012,621.0,Sweetwater City,Science,59.6
2011,621.0,Sweetwater City,Science,51.4
2015,963.0,Tenn School for Blind,Algebra I,23.1
2014,963.0,Tenn School for Blind,Algebra I,15.0
2013,963.0,Tenn School for Blind,Algebra I,11.1
2012,963.0,Tenn School for Blind,Algebra I,5.3
2011,963.0,Tenn School for Blind,Algebra I,23.1
2015,963.0,Tenn School for Blind,Algebra II,0.0
2014,963.0,Tenn School for Blind,Algebra II,0.0
2013,963.0,Tenn School for Blind,Algebra II,0.0
2012,963.0,Tenn School for Blind,Algebra II,NA
2011,963.0,Tenn School for Blind,Algebra II,NA
2015,963.0,Tenn School for Blind,Biology I,25.0
2014,963.0,Tenn School for Blind,Biology I,45.5
2013,963.0,Tenn School for Blind,Biology I,13.0
2012,963.0,Tenn School for Blind,Biology I,30.0
2011,963.0,Tenn School for Blind,Biology I,NA
2015,963.0,Tenn School for Blind,Chemistry,100.0
2014,963.0,Tenn School for Blind,Chemistry,NA
2013,963.0,Tenn School for Blind,Chemistry,NA
2012,963.0,Tenn School for Blind,Chemistry,NA
2011,963.0,Tenn School for Blind,Chemistry,NA
2015,963.0,Tenn School for Blind,English I,60.0
2014,963.0,Tenn School for Blind,English I,75.0
2013,963.0,Tenn School for Blind,English I,54.6
2012,963.0,Tenn School for Blind,English I,30.0
2011,963.0,Tenn School for Blind,English I,20.0
2015,963.0,Tenn School for Blind,English II,57.1
2014,963.0,Tenn School for Blind,English II,26.1
2013,963.0,Tenn School for Blind,English II,7.7
2012,963.0,Tenn School for Blind,English II,NA
2011,963.0,Tenn School for Blind,English II,NA
2015,963.0,Tenn School for Blind,English III,20.0
2014,963.0,Tenn School for Blind,English III,10.0
2013,963.0,Tenn School for Blind,English III,20.0
2012,963.0,Tenn School for Blind,English III,NA
2011,963.0,Tenn School for Blind,English III,NA
2015,963.0,Tenn School for Blind,Graduation Rate,11.1
2014,963.0,Tenn School for Blind,Graduation Rate,0.0
2013,963.0,Tenn School for Blind,Graduation Rate,0.0
2012,963.0,Tenn School for Blind,Graduation Rate,0.0
2011,963.0,Tenn School for Blind,Graduation Rate,NA
2015,963.0,Tenn School for Blind,Math,0.0
2014,963.0,Tenn School for Blind,Math,1.7
2013,963.0,Tenn School for Blind,Math,0.0
2012,963.0,Tenn School for Blind,Math,0.0
2011,963.0,Tenn School for Blind,Math,29.1
2015,963.0,Tenn School for Blind,ELA,6.7
2014,963.0,Tenn School for Blind,ELA,6.8
2013,963.0,Tenn School for Blind,ELA,1.8
2012,963.0,Tenn School for Blind,ELA,5.8
2011,963.0,Tenn School for Blind,ELA,37.5
2015,963.0,Tenn School for Blind,Science,10.0
2014,963.0,Tenn School for Blind,Science,10.2
2013,963.0,Tenn School for Blind,Science,12.7
2012,963.0,Tenn School for Blind,Science,13.5
2011,963.0,Tenn School for Blind,Science,38.2
2015,964.0,Tenn School for Deaf,Algebra I,NA
2014,964.0,Tenn School for Deaf,Algebra I,0.0
2013,964.0,Tenn School for Deaf,Algebra I,0.0
2012,964.0,Tenn School for Deaf,Algebra I,0.0
2011,964.0,Tenn School for Deaf,Algebra I,0.0
2015,964.0,Tenn School for Deaf,Algebra II,0.0
2014,964.0,Tenn School for Deaf,Algebra II,0.0
2013,964.0,Tenn School for Deaf,Algebra II,0.0
2012,964.0,Tenn School for Deaf,Algebra II,0.0
2011,964.0,Tenn School for Deaf,Algebra II,NA
2015,964.0,Tenn School for Deaf,Biology I,11.8
2014,964.0,Tenn School for Deaf,Biology I,0.0
2013,964.0,Tenn School for Deaf,Biology I,0.0
2012,964.0,Tenn School for Deaf,Biology I,0.0
2011,964.0,Tenn School for Deaf,Biology I,0.0
2015,964.0,Tenn School for Deaf,Chemistry,NA
2014,964.0,Tenn School for Deaf,Chemistry,NA
2013,964.0,Tenn School for Deaf,Chemistry,NA
2012,964.0,Tenn School for Deaf,Chemistry,NA
2011,964.0,Tenn School for Deaf,Chemistry,NA
2015,964.0,Tenn School for Deaf,English I,0.0
2014,964.0,Tenn School for Deaf,English I,0.0
2013,964.0,Tenn School for Deaf,English I,0.0
2012,964.0,Tenn School for Deaf,English I,0.0
2011,964.0,Tenn School for Deaf,English I,0.0
2015,964.0,Tenn School for Deaf,English II,6.7
2014,964.0,Tenn School for Deaf,English II,15.4
2013,964.0,Tenn School for Deaf,English II,4.8
2012,964.0,Tenn School for Deaf,English II,0.0
2011,964.0,Tenn School for Deaf,English II,0.0
2015,964.0,Tenn School for Deaf,English III,0.0
2014,964.0,Tenn School for Deaf,English III,0.0
2013,964.0,Tenn School for Deaf,English III,0.0
2012,964.0,Tenn School for Deaf,English III,NA
2011,964.0,Tenn School for Deaf,English III,NA
2015,964.0,Tenn School for Deaf,Graduation Rate,77.8
2014,964.0,Tenn School for Deaf,Graduation Rate,0.0
2013,964.0,Tenn School for Deaf,Graduation Rate,0.0
2012,964.0,Tenn School for Deaf,Graduation Rate,9.1
2011,964.0,Tenn School for Deaf,Graduation Rate,NA
2015,964.0,Tenn School for Deaf,Math,2.9
2014,964.0,Tenn School for Deaf,Math,0.0
2013,964.0,Tenn School for Deaf,Math,0.0
2012,964.0,Tenn School for Deaf,Math,3.4
2011,964.0,Tenn School for Deaf,Math,3.1
2015,964.0,Tenn School for Deaf,ELA,4.4
2014,964.0,Tenn School for Deaf,ELA,0.0
2013,964.0,Tenn School for Deaf,ELA,0.0
2012,964.0,Tenn School for Deaf,ELA,3.4
2011,964.0,Tenn School for Deaf,ELA,3.0
2015,964.0,Tenn School for Deaf,Science,7.4
2014,964.0,Tenn School for Deaf,Science,7.0
2013,964.0,Tenn School for Deaf,Science,3.3
2012,964.0,Tenn School for Deaf,Science,3.4
2011,964.0,Tenn School for Deaf,Science,3.2
2015,840.0,Tipton County,Algebra I,84.4
2014,840.0,Tipton County,Algebra I,85.3
2013,840.0,Tipton County,Algebra I,85.1
2012,840.0,Tipton County,Algebra I,81.2
2011,840.0,Tipton County,Algebra I,68.3
2015,840.0,Tipton County,Algebra II,82.0
2014,840.0,Tipton County,Algebra II,65.4
2013,840.0,Tipton County,Algebra II,56.5
2012,840.0,Tipton County,Algebra II,44.5
2011,840.0,Tipton County,Algebra II,NA
2015,840.0,Tipton County,Biology I,68.3
2014,840.0,Tipton County,Biology I,67.3
2013,840.0,Tipton County,Biology I,62.1
2012,840.0,Tipton County,Biology I,58.6
2011,840.0,Tipton County,Biology I,58.3
2015,840.0,Tipton County,Chemistry,48.4
2014,840.0,Tipton County,Chemistry,29.4
2013,840.0,Tipton County,Chemistry,NA
2012,840.0,Tipton County,Chemistry,NA
2011,840.0,Tipton County,Chemistry,NA
2015,840.0,Tipton County,English I,74.7
2014,840.0,Tipton County,English I,77.7
2013,840.0,Tipton County,English I,76.4
2012,840.0,Tipton County,English I,72.8
2011,840.0,Tipton County,English I,74.4
2015,840.0,Tipton County,English II,72.4
2014,840.0,Tipton County,English II,71.0
2013,840.0,Tipton County,English II,66.9
2012,840.0,Tipton County,English II,65.5
2011,840.0,Tipton County,English II,62.7
2015,840.0,Tipton County,English III,46.8
2014,840.0,Tipton County,English III,49.2
2013,840.0,Tipton County,English III,47.8
2012,840.0,Tipton County,English III,39.3
2011,840.0,Tipton County,English III,NA
2015,840.0,Tipton County,Graduation Rate,97.8
2014,840.0,Tipton County,Graduation Rate,97.7
2013,840.0,Tipton County,Graduation Rate,95.5
2012,840.0,Tipton County,Graduation Rate,96.5
2011,840.0,Tipton County,Graduation Rate,NA
2015,840.0,Tipton County,Math,64.1
2014,840.0,Tipton County,Math,53.0
2013,840.0,Tipton County,Math,52.8
2012,840.0,Tipton County,Math,49.1
2011,840.0,Tipton County,Math,45.3
2015,840.0,Tipton County,ELA,49.3
2014,840.0,Tipton County,ELA,46.3
2013,840.0,Tipton County,ELA,52.4
2012,840.0,Tipton County,ELA,52.0
2011,840.0,Tipton County,ELA,48.3
2015,840.0,Tipton County,Science,68.1
2014,840.0,Tipton County,Science,66.0
2013,840.0,Tipton County,Science,64.7
2012,840.0,Tipton County,Science,63.5
2011,840.0,Tipton County,Science,57.3
2015,273.0,Trenton SSD,Algebra I,91.6
2014,273.0,Trenton SSD,Algebra I,90.9
2013,273.0,Trenton SSD,Algebra I,84.9
2012,273.0,Trenton SSD,Algebra I,48.0
2011,273.0,Trenton SSD,Algebra I,43.9
2015,273.0,Trenton SSD,Algebra II,84.7
2014,273.0,Trenton SSD,Algebra II,60.0
2013,273.0,Trenton SSD,Algebra II,34.8
2012,273.0,Trenton SSD,Algebra II,20.9
2011,273.0,Trenton SSD,Algebra II,NA
2015,273.0,Trenton SSD,Biology I,75.5
2014,273.0,Trenton SSD,Biology I,71.1
2013,273.0,Trenton SSD,Biology I,61.9
2012,273.0,Trenton SSD,Biology I,52.1
2011,273.0,Trenton SSD,Biology I,40.5
2015,273.0,Trenton SSD,Chemistry,64.5
2014,273.0,Trenton SSD,Chemistry,37.2
2013,273.0,Trenton SSD,Chemistry,NA
2012,273.0,Trenton SSD,Chemistry,NA
2011,273.0,Trenton SSD,Chemistry,NA
2015,273.0,Trenton SSD,English I,82.6
2014,273.0,Trenton SSD,English I,78.4
2013,273.0,Trenton SSD,English I,62.8
2012,273.0,Trenton SSD,English I,66.6
2011,273.0,Trenton SSD,English I,75.3
2015,273.0,Trenton SSD,English II,76.0
2014,273.0,Trenton SSD,English II,54.2
